Keyword,Source,URL đang rank,URL mục tiêu,Volume,KD,Clicks,Impressions,CTR,Position,Intent,Funnel,Cluster,Main Topic,Sub Topic,Parent Topic,Topical Authority Role,URL Status,Issue Found,SEO Action,Priority,Internal Link Target,Suggested Anchor,Content Brief Status,Owner,Review Date
tiêu chuẩn iso,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/iso-la-gi-nhung-tieu-chuan-iso-duoc-su-dung-nhieu-nhat/,,,,0,154,0.00%,10.57,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
chứng nhận fda hoa kỳ,GSC,https://knacert.com.vn/dich-vu/dang-ky-fda-la-gi-thu-tuc-xin-giay-chung-nhan-fda/,,,,1,124,0.81%,6.45,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
iso 9001 2015 là gì,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-iso-90012015-la-gi-kna-cert/,,,,1,124,0.81%,5.41,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
quy chuẩn kỹ thuật quốc gia,GSC,https://knacert.com.vn/phat-trien-ben-vung/su-khac-nhau-giua-tieu-chuan-tcvn-va-quy-chuan-ky-thuat-quoc-gia-qcvn/,,,,0,128,0.00%,7.86,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
coa là chứng từ gì,GSC,https://knacert.com.vn/cong-cu-cai-tien/giay-coa-la-gi-tac-dung-cua-giay-chung-nhan-coa-certificate-of-analysis/,,,,1,148,0.68%,3.16,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
ví dụ về mục tiêu smart,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/tong-quan-ve-mo-hinh-smart-vi-du-ve-muc-tieu-smart/,,,,8,188,4.26%,10.03,,,,,,,,,Position 4-20,Refresh / Optimize,Cao,,,Chưa tạo,,
ce,GSC,https://knacert.com.vn/blogs/hoi-dap/nhung-cau-hoi-thuong-gap-ve-ce-marking,,,,0,127,0.00%,9.42,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
kỹ sư qa qc là gì,GSC,https://knacert.com.vn/tin-tuc-nganh-nghe/ky-su-qa-la-lam-gi-mo-ta-cong-viec-qaqc/,,,,0,127,0.00%,4.02,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
5s trong sản xuất,GSC,https://knacert.com.vn/cong-cu-cai-tien/cach-thuc-hien-5s-trong-san-xuat/,,,,0,152,0.00%,10.36,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
chứng nhận iso 14001,GSC,https://knacert.com.vn/cong-cu-cai-tien/tieu-chuan-iso-140012015/,,,,0,152,0.00%,2.54,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
giấy wrap,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/wrap-certificate-giay-chung-nhan-wrap-la-gi/,,,,0,126,0.00%,4.93,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
ccs là gì,GSC,https://knacert.com.vn/cong-cu-cai-tien/tieu-chuan-tuyen-bo-thanh-phan-ccs-la-gi-kna-cert/,,,,0,151,0.00%,12.07,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
cfc công thức,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/cfc-la-khi-gi-cac-nguon-phat-thai-cua-khi-cfc/,,,,0,151,0.00%,1.07,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
vệ sinh an toàn thực phẩm,GSC,https://knacert.com.vn/tin-tuc-nganh-nghe/thuc-trang-ve-sinh-an-toan-thuc-pham-o-viet-nam-hien-nay/,,,,3,135,2.22%,10.12,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
qa là gì trong sản xuất,GSC,https://knacert.com.vn/tin-tuc-nganh-nghe/ky-su-qa-la-lam-gi-mo-ta-cong-viec-qaqc/,,,,0,150,0.00%,3.41,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
giấy chứng nhận fda,GSC,https://knacert.com.vn/dich-vu/dang-ky-fda-la-gi-thu-tuc-xin-giay-chung-nhan-fda/,,,,0,125,0.00%,6.68,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
5s,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/he-thong-5s-trong-quan-ly-nha-xuong/,,,,1,144,0.69%,11.81,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
công ty tnhh ykk việt nam,GSC,https://knacert.com.vn/khach-hang/dao-tao-tieu-chuan-grs-cho-cong-ty-tnhh-ykk-viet-nam/,,,,0,124,0.00%,8.24,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
qc qa là gì,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/ky-su-qa-la-lam-gi-mo-ta-cong-viec-qaqc/,,,,0,124,0.00%,4.58,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
tiêu chuẩn vietgap,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-vietgap-va-globalgap-co-gi-giong-va-khac-nhau/,,,,0,124,0.00%,7.40,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
what is sedex,GSC,https://knacert.com.vn/what-is-sedex-sedex-pre-audit-smeta,,,,0,124,0.00%,8.11,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
an toàn và sức khỏe nghề nghiệp,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/chinh-sach-iso-45001-ve-an-toan-va-suc-khoe-nghe-nghiep/,,,,0,148,0.00%,2.13,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
iso13485,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-iso-134852016/,,,,1,119,0.84%,4.90,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
cty kingmaker,GSC,https://knacert.com.vn/khach-hang/cap-giay-chung-nhan-iso-90012015-cho-cong-ty-tnhh-kingmaker-viet-nam-foot-wear/,,,,0,123,0.00%,7.34,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
globalgap là gì,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-vietgap-va-globalgap-co-gi-giong-va-khac-nhau/,,,,0,123,0.00%,7.84,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
iso la gi,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/iso-la-gi-nhung-tieu-chuan-iso-duoc-su-dung-nhieu-nhat/,,,,1,142,0.70%,3.85,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
iso 9001 là gì,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/hoi-dap-giay-chung-nhan-iso-9001-do-co-quan-nao-cap/,,,,0,147,0.00%,1.05,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
giấy chứng nhận haccp,GSC,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-haccp/,,,,1,118,0.85%,5.56,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
phương pháp swot,GSC,https://knacert.com.vn/cong-cu-cai-tien/ma-tran-swot-la-gi-ung-dung-cua-swot-vao-phan-tich-chien-luoc-kinh-doanh/,,,,1,118,0.85%,8.61,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
qa là bộ phận gì,GSC,https://knacert.com.vn/tin-tuc-nganh-nghe/ky-su-qa-la-lam-gi-mo-ta-cong-viec-qaqc/,,,,0,122,0.00%,4.16,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
7 loại lãng phí,GSC,https://knacert.com.vn/cong-cu-cai-tien/7-loai-lang-phi-trong-san-xuat-la-gi-cach-nhan-dien-va-loai-bo/,,,,1,141,0.71%,3.87,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
qa là,GSC,https://knacert.com.vn/tin-tuc-nganh-nghe/ky-su-qa-la-lam-gi-mo-ta-cong-viec-qaqc/,,,,1,141,0.71%,3.25,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
pefc là gì,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/pefc-la-gi-tieu-chuan-pefccocfm-va-chung-chi-rung/,,,,2,113,1.77%,4.99,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
cgmp,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-cgmp-asean-la-gi/,,,,0,121,0.00%,4.68,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
chứng chỉ haccp là gì,GSC,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-haccp/,,,,0,121,0.00%,5.46,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
qc là công việc gì,GSC,https://knacert.com.vn/tin-tuc-nganh-nghe/ky-su-qa-la-lam-gi-mo-ta-cong-viec-qaqc/,,,,0,121,0.00%,5.03,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
sa8000,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/nhung-cau-hoi-thuong-gap-ve-tieu-chuan-sa8000/,,,,0,121,0.00%,9.88,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
ul product iq,GSC,https://knacert.com.vn/cong-cu-cai-tien/huong-dan-cach-kiem-tra-ma-so-chung-nhan-ul/,,,,3,108,2.78%,4.77,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
an toàn vệ sinh thực phẩm là gì,GSC,https://knacert.com.vn/cong-cu-cai-tien/an-toan-ve-sinh-thuc-pham-la-gi-kna-cert/,,,,1,116,0.86%,7.55,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
gmp trong sản xuất thực phẩm,GSC,https://knacert.com.vn/dich-vu/tieu-chuan-gmp-thuc-hanh-san-xuat-tot/,,,,1,116,0.86%,4.89,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
hàng sc là gì,GSC,https://knacert.com.vn/cong-cu-cai-tien/giay-chung-nhan-pham-vi-hoat-dong-scope-certificate-chung-chi-sc-la-gi/,,,,0,120,0.00%,6.49,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
duns number,GSC,https://knacert.com.vn/dich-vu/ma-so-duns-la-gi-dang-ki-ma-duns-cho-doanh-nghiep/,,,,3,107,2.80%,5.11,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
iso 22000,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/iso-220002005-la-gi-nhung-dieu-doanh-nghiep-can-biet-ve-tieu-chuan-iso-220002005/,,,,0,143,0.00%,1.46,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
kosher,GSC,https://knacert.com.vn/phat-trien-ben-vung/nhung-yeu-cau-co-ban-ve-thuc-pham-theo-chuan-kosher/,,,,0,119,0.00%,5.67,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
ssop,GSC,https://knacert.com.vn/cong-cu-cai-tien/tieu-chuan-ssop-la-gi-cac-quy-pham-ve-sinh-ssop/,,,,0,119,0.00%,6.73,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
tc là j,GSC,https://knacert.com.vn/dich-vu/giay-chung-nhan-giao-dichchung-chi-tc-la-gi/,,,,0,141,0.00%,2.26,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
gtw,GSC,https://knacert.com.vn/tin-tuc-nganh-nghe/green-to-wear-gtw-tieu-chuan-ben-vung-cua-inditex/,,,,1,113,0.88%,4.53,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
kaisen là gì,GSC,https://knacert.com.vn/cong-cu-cai-tien/kaizen-la-gi-tim-hieu-nhung-loi-ich-tu-viec-ap-dung-kaizen/,,,,0,117,0.00%,5.60,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
qa la gì,GSC,https://knacert.com.vn/tin-tuc-nganh-nghe/ky-su-qa-la-lam-gi-mo-ta-cong-viec-qaqc/,,,,0,140,0.00%,3.48,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
6 sigma là gì,GSC,https://knacert.com.vn/cong-cu-cai-tien/tim-hieu-mo-hinh-lean-six-sigma-mo-hinh-cai-tien-nang-suat-chat-luong/,,,,0,116,0.00%,5.12,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
số duns là gì,GSC,https://knacert.com.vn/dich-vu/ma-so-duns-la-gi-dang-ki-ma-duns-cho-doanh-nghiep/,,,,0,116,0.00%,5.10,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
iscc là gì,GSC,https://knacert.com.vn/dich-vu/chung-nhan-iscc-ve-nang-luong-sinh-hoc-va-sinh-khoi/,,,,2,107,1.87%,5.40,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
poka-yoke,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/gioi-thieu-ve-chong-sai-loi-poka-yoke/,,,,2,107,1.87%,5.75,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
bluesign,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/he-thong-quan-ly-bluesign-tieu-chuan-san-xuat-ben-vung/,,,,0,115,0.00%,5.94,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
cfc gây ra hiện tượng gì,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/cfc-la-khi-gi-cac-nguon-phat-thai-cua-khi-cfc/,,,,0,115,0.00%,4.01,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
iatf 16949,GSC,https://knacert.com.vn/dich-vu/chung-nhan-iatf-16949/,,,,0,115,0.00%,6.38,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
pattaya,GSC,https://knacert.com.vn/tin-tuc-nganh-nghe/dao-tao-nhan-thuc-va-danh-gia-noi-bo-bsci-tai-cong-ty-pataya/,,,,0,115,0.00%,6.86,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
tiêu chuẩn halal,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-halal-la-gi/,,,,2,106,1.89%,9.41,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
poka yoke,GSC,https://knacert.com.vn/cong-cu-cai-tien/vi-du-ve-poka-yoke-trong-cuoc-song/,,,,1,110,0.91%,8.91,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
hợp chất cfc,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/cfc-la-khi-gi-cac-nguon-phat-thai-cua-khi-cfc/,,,,0,114,0.00%,5.18,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
tc.,GSC,https://knacert.com.vn/dich-vu/giay-chung-nhan-giao-dichchung-chi-tc-la-gi/,,,,0,136,0.00%,3.90,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
global gap là gì,GSC,https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-vietgap-va-globalgap-co-gi-giong-va-khac-nhau/,,,,1,109,0.92%,8.61,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
carbon,GSC,https://knacert.com.vn/tin-tuc-nganh-nghe/tin-chi-carbon-o-viet-nam-va-tiem-nang-cua-thi-truong-carbon/,,,,0,135,0.00%,10.08,,,,,,,,,CTR thấp,Title/Meta Update,Cao,,,Chưa tạo,,
